naam,latitude,longitude,provincie,honden_toegestaan,stroom,waterfront,aantal_plekken,prijs,website,telefoon,openingstijden,afbeelding
Eco-touristfarm De Biezen,51.526521,5.6801577,North Brabant,Onbekend,Ja,Nee,25,Betaald,http://www.eco-touristfarm.com,+31 6 54324517,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Duiventoren,51.6113681,4.8989685,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/noord-brabant/de-duiventoren/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Landgoed Geijsteren,51.5597971,6.0431795,Limburg,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/limburg/landgoed-geijsteren/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Het Zand,52.0345613,6.3875622,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/gelderland/landgoed-het-zand-hattemer-oldenburger/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Den Oude Dam,51.9364655,5.5463519,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/gelderland/den-ouden-dam/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Karekiet,51.8966319,5.3219132,Gelderland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.dekarekiet.com,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Maaneschijn,52.1883413,5.539828,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.demaaneschijn.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Zwaluw,52.8954572,4.7185189,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://campingdezwaluw.nl,+31 223 865 030,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Oase,52.899253,4.7187508,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.strandcampingoase.nl,+31 223 641 373,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Arbeid Adelt,51.5491557,5.2326179,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hoevearbeidadelt.nl/,+31 13 521 7141,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Veldhoek,52.0482528,6.4141197,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Goede Hoop,52.0534791,6.6747734,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.degoedehoop.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping het Bosbad,52.719199,5.7547935,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Landgoed Den Heuvel,51.7959486,5.9570807,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.camping-landgoeddenheuvel.nl,+31 24 397 1828,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Kaasboerderij Simonehoeve,52.4876229,5.0348072,North Holland,Onbekend,Nee,Nee,Onbekend,Gratis,https://simonehoeve.com/nl/camperplaatsen/,+31 299365828,Mo-Su 17:00-09:30,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Rakelbos,51.4479226,5.2090033,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Tolbrug,51.8439493,5.6711309,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini camping Het Hoegen,52.020198,6.3027375,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping De Brinkhoeve,53.2501069,5.6212986,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.debrinkhoeve.com,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini camping Haarman,52.1938249,6.3818377,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.demeidenvanhaarman.nl/camping/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Groot-Zande,51.9891472,6.247061,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
NTKC Het Groene Hart,52.089225,4.6151383,South Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.kampeerclub.nl/terrein/kampeerterrein-het-groene-hart,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 'De Wanepe',52.6729614,6.0565623,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Appartementenverhuur en Camping 'De Polle',52.6691331,6.0564582,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 'De Wieden',52.6686458,6.0557929,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De ReCreatie,52.1138319,5.3653341,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.derecreatie.nl/,+31 33 303 7980,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Veentjes,52.6501067,6.3130737,Overijssel,Onbekend,Nee,Nee,18,Onbekend,http://campingdeveentjes.nl/kamperen/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Bankenburg,52.4079187,6.0615172,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://debankenburg.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
UrbanCamperSpot Haarlem,52.3886721,4.6145518,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein De Veenkuil,52.7883173,5.798521,Friesland,Ja,Nee,Nee,Onbekend,Betaald,https://www.logerenbijdeboswachter.nl/kamperen/de-veenkuil,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
“Onder” de Heerenbrug,52.7715203,6.0853952,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Blauwe Hand,52.6943597,6.0760111,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Jacobus Hoeve,52.1936106,5.67825,Gelderland,Ja,Ja,Nee,Onbekend,Betaald,https://www.jacobus-hoeve.nl/,+31 342 441 319,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hof van Overveld Minicamping-Maisdoolhof,51.6079656,4.6946727,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://hofvanoverveld.nl,+31 76 541 3519,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Roosdunen,53.4514214,5.6885586,Friesland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.roosdunen.nl/,+31 519 554 134,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Kampeerboerderij de Zwaluw,51.4970876,5.9014218,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 478 541 392,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Klein Emelaar,52.2335742,5.768778,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.kleinemelaar.nl/,+31 577 456 818,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Scoutingkampeerterrein De Vrijenberg,52.1295269,6.0068826,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Huttopia De Roos,52.5107239,6.5152622,Overijssel,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.campingderoos.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Zandman,52.5140132,6.5432095,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.zandmanbeerze.nl/,+31 523 252 151,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Nessst,51.989102,6.3150654,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderijwinkel & Minicamping 'Het groene erf',51.7335598,5.4019524,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.het-groene-erf.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Buiten Bij,51.5080041,4.7137134,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Noordijkerveld,52.1629648,6.5900069,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://vakantieparknoordijkerveld.nl,+31 6 55154656,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Den Blanken,52.1806908,6.587007,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdenblanken.nl/,+31 547 351 353,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Veldzicht,52.1109727,6.5906236,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingveldzicht.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 't Kolhornerdiep,52.7932326,4.9087276,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Meibeek,52.0682725,6.5023555,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdemeibeek.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Kwaalburg,51.4761391,4.9392265,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.kwaalburg.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatiepark 't Zand,51.4931379,4.9503917,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.tzand.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Jeugd Kampeerterrein,52.0894204,5.6530684,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
NTKC Het Essenbos,51.8176709,3.9441429,South Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.kampeerclub.nl/terrein/kampeerterrein-het-essenbos,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Nijveld,52.2030268,6.3567011,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingnijveld.nl/home,+31 6 27554790,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Gelders Laren,52.2084959,6.3763345,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campinggelderslaren.nl/,+31 573 402 962,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderij Camping Hietkamp,52.200065,6.3749584,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.campinghietkamp.nl/,+31 573 402 363,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Motorcamping bij het Vuur,52.0143981,6.5127476,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://motorcampingbijhetvuur.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Beusink Recreatie,52.006811,6.5902231,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.beusink.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Leeghte minicamping,52.0288621,6.5850325,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deleeghte.nl/de-camping/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Kool,51.960541,6.4851812,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Caravan en Chaletverhuur Schittrum Eldorado,53.3741149,5.2456565,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
R. en P. Schroo,53.3747034,5.2445765,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Duinland Kampeerterrein,53.3765033,5.2695251,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.duinland.nl/ruim-vakantiehuis-terschelling,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatiepark Noordkaap,53.3929067,5.2857476,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://noordkaapverhuur.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping & Appartementen De Duinkant Terschelling,53.4054649,5.3844332,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdeduinkant.nl/,+31 562 448 917,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Loeks,52.1783759,6.8658327,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Campschroer,51.9054669,6.1374531,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Rivo Torto,51.9051958,6.1291653,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.rivotorto.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Scouting Kampeerterrein Belmont,52.0760464,5.6494729,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.5050-belmont.nl/scoutingkamp,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Ardoer Camping De Meulinge,51.3744003,3.4696218,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.ardoer.com/meulinge,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zuidvelde,52.2998185,6.1208932,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.zuidvelde.com/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping High Chaparral,50.9537329,5.9147329,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Stepelerven,52.1882305,6.7604404,Overijssel,Onbekend,Nee,Nee,140,Onbekend,http://stepelerven.nl/,+31 6 10110777,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Fruitgaard,53.2132873,6.9255449,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.fruitgaard.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Drenthse Roos,52.6732265,6.3480494,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dedrenthseroos.nl,+31 528 391 933,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Zilvermeeuw,53.0767505,4.7491133,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dezilvermeeuw.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Poortbulten,52.3034243,6.993859,Overijssel,Onbekend,Nee,Nee,25,Onbekend,https://minicampingpoortbulten.nl/,+31 541 296 000,Oct-Apr closed,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Bergboer,52.3059108,7.0320075,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
NTKC De Slufter,53.1560466,4.8435642,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.kampeerclub.nl/terrein/kampeerterrein-de-slufter,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Kunne,52.3234078,7.0243438,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.natuurkampeerplaats-dekunne.nl/,+31 541 551 243,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Pergama Landjuweel,51.6042901,5.2366453,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://pergama.nl/,+31 411 622 724,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
het Ananas,52.800661,4.7276355,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://hetananas.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatie Meinsma,53.4019686,6.0820278,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.recreatiebedrijfmeinsma.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camperplaats Weeskinderendijk,51.8092671,4.6529153,South Holland,Onbekend,Nee,Nee,Onbekend,Gratis,https://indordrecht.nl/locaties/parkeerterrein-weeskinderendijk/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini camping 't Klinkertje,52.8347991,4.7154231,North Holland,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.camping-klinkertje.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Esch Camping Kaampert,52.2482968,6.5122955,Overijssel,Onbekend,Nee,Nee,Onbekend,Betaald,https://eschcampingkaampert.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Keite,52.2531529,6.5041392,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.groenecamping.nl/,+31 547 334 536,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Posthoek,51.5233117,4.5269367,North Brabant,Onbekend,Nee,Nee,25,Betaald,https://www.zonenleven.nl/de-posthoek,+31 6 25457925,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Winery and Herbs,51.6047186,5.4108314,North Brabant,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.wineryandherbs.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Miesboule,51.6354332,5.4072941,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 73 547 4821,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
NTKC De Heerkuil,50.7907502,5.7766334,Limburg,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.kampeerclub.nl/terrein/kampeerterrein-de-heerkuil,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatiepark Maas en Bos,51.5336529,6.1422779,Limburg,Onbekend,Nee,Nee,Onbekend,Betaald,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Leijland,51.6509668,5.5684727,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.leijland.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderijcamping Poelhuis,52.008773,6.7385089,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.poelhuis.nl/,+31 543 569 246,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Lanter Fanter,52.5327974,6.6485242,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campinglanterfanter.nl,+31 6 45822126,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Lubert Groesbeek,51.7828135,5.9392049,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdelubert.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini camping De Kleine Weide,52.623462,6.6469016,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdekleineweide.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
